gene_orf	gene_symbol
F37C12.11	rps-21
C01B10.8	C01B10.8
CELE_Y113G7B.23	swsn-1
CELE_C01G5.8	fan-1
K12C11.2	smo-1
CELE_C01G8.5	erm-1
CELE_C01F6.6	mpz-2
CELE_C18B2.5	C18B2.5
C02F5.9	pbs-6
CELE_C06A8.1	mthf-1
C08E3.9	fbxa-166
CELE_R06C1.3	wve-1
CELE_Y79H2A.1	brp-1
C04F12.3	ikb-1
CELE_C36C9.1	meg-4
F54G8.4	nhl-1
CELE_C05C10.5	C05C10.5
F54D10.7	F54D10.7
C05C8.6	hpo-9
C05D9.1	snx-1
F17E9.5	F17E9.5
F25D7.1	cup-2
F45H10.4	drr-1
CELE_Y38C1AA.7	Y38C1AA.7
CELE_Y59A8B.22	snx-6
C07H6.5	cgh-1
C27A2.6	dsh-2
CELE_C27F2.8	C27F2.8
R05D11.8	edc-3
CELE_W03C9.7	mex-1
C08F8.8	nhr-67
W02D3.9	unc-37
C09G4.3	cks-1
CELE_C39D10.7	C39D10.7
C09H10.6	nasp-1
F53B3.1	tra-4
CELE_C09H6.2	lin-10
CELE_F17E5.1	lin-2
CELE_C13F10.7	C13F10.7
CELE_C14A4.11	ccm-3
CELE_T19A5.2	gck-1
CELE_C14B9.4	plk-1
R119.4	pqn-59
C14F5.5	sem-5
D1037.3	ftn-2
CELE_F54D5.15	CELE_F54D5.15
CELE_M02A10.3	sli-1
T28F12.3	sos-1
C15H11.7	pas-1
CELE_F52G2.3	F52G2.3
T05E7.5	vet-1
CELE_W04D2.1	atn-1
CELE_W07G4.5	W07G4.5
ZC155.7	syx-16
ZK945.2	pas-7
CELE_C16C8.11	C16C8.11
CELE_C18C4.10	klc-2
C10H11.10	kca-1
R05D3.7	unc-116
CELE_ZK1098.10	unc-16
C18H9.7	rpy-1
CELE_F54C9.11	F54C9.11
C23G10.3	rps-3
CELE_T23D8.3	T23D8.3
C26C6.2	goa-1
F22B7.13	gpr-1
CELE_F32A6.4	ags-3
CELE_F53A10.2	F53A10.2
CELE_C27B7.1	spr-2
CELE_B0336.7	B0336.7
CELE_B0412.1	dac-1
C27H6.2	ruvb-1
T22D1.10	ruvb-2
C28D4.3	gln-6
C28H8.12	dnc-2
K04D7.1	rack-1
W10G11.20	dnc-3
CELE_Y53F4B.22	arp-1
CELE_C28H8.9	dpff-1
CELE_T05C12.6	mig-5
C30C11.2	rpn-3
F49C12.8	rpn-7
Y119D3B.15	dss-1
C32H11.5	C32H11.5
R05F9.10	sgt-1
C33G8.6	nhr-42
CELE_C11G6.4	nhr-28
C35B1.1	ubc-1
CELE_R05D3.4	rfp-1
CELE_C36A4.8	brc-1
K04C2.4	brd-1
C36B1.4	pas-4
CELE_C48B6.3	C48B6.3
CELE_C48D5.1	nhr-6
CELE_C56C10.7	C56C10.7
D1054.2	pas-2
CELE_F23F1.8	rpt-4
CELE_F39H12.1	F39H12.1
CELE_C50E3.13	C50E3.13
F28D1.2	F28D1.2
CELE_M7.2	klc-1
CELE_R07B7.2	R07B7.2
CELE_C37A2.7	C37A2.7
Y37E3.7	rla-1
C37E2.1	idhb-1
F43G9.1	idha-1
CELE_C40H1.6	ufc-1
CELE_T03F1.1	uba-5
C45G3.1	aspm-1
T21H3.3	cmd-1
CELE_C45G9.7	C45G9.7
CELE_ZK1128.7	ZK1128.7
C47B2.4	pbs-2
Y38A8.2	pbs-3
CELE_C49A1.4	eya-1
CELE_B0286.4	ntl-2
CELE_C02F12.8	C02F12.8
C10G8.7	ceh-33
CELE_C32E8.10	unc-11
CELE_C35E7.2	C35E7.2
CELE_C53C7.3	C53C7.3
CELE_F13G11.1	dmd-6
F56A12.1	unc-39
K01B6.1	fozi-1
K02B9.2	meg-2
W10C8.2	pop-1
CELE_ZK121.2	ZK121.2
C49F5.6	C49F5.6
T14G10.6	tsp-12
C50C3.8	bath-42
C52E4.4	rpt-1
CELE_F35G12.12	F35G12.12
C53A5.3	hda-1
C54F6.14	ftn-1
CD4.6	pas-6
CELE_F09E5.7	F09E5.7
CELE_ZK1098.4	ZK1098.4
CELE_ZK930.3	vab-23
CELE_D1046.1	cfim-2
D1053.1	gst-42
CELE_D1054.13	secs-1
F56H1.4	rpt-5
CELE_H15N14.2	nsf-1
D2013.2	wdfy-2
CELE_C06E1.1	C06E1.1
CELE_D2096.2	praf-3
CELE_W06A7.3	ret-1
CELE_D2013.6	D2013.6
CELE_Y65B4BR.4	wwp-1
E02H1.7	nhr-19
CELE_K10C3.6	nhr-49
CELE_F01F1.12	aldo-2
F08C6.3	vps-52
CELE_B0414.8	vps-51
F08C6.6	apy-1
F09E5.1	pkc-3
CELE_T26E3.3	par-6
F10B5.4	tub-1
B0393.2	rbg-3
F10B5.6	emb-27
CELE_B0511.9	cdc-26
CELE_F10D11.2	F10D11.2
CELE_F13B10.1	tir-1
Y37E11AR.2	siah-1
CELE_F14B4.2	F14B4.2
ZK829.7	ZK829.7
F14D12.2	unc-97
C34C12.5	rsu-1
CELE_F14F3.1	vab-3
F08C6.7	unc-98
CELE_K09B11.9	uso-1
F17A2.5	ceh-40
CELE_T28F12.2	unc-62
C44F1.2	gmeb-3
CELE_Y54G11A.10	lin-7
CELE_Y57G11C.24	eps-8
F18E2.3	scc-3
F10G7.4	scc-1
CELE_W02A2.6	rec-8
F20B10.3	F20B10.3
CELE_R02F2.5	R02F2.5
T09A5.10	lin-5
F23C8.4	ubxn-1
C06A1.1	cdc-48.1
C41C4.8	cdc-48.2
F23H12.2	tomm-20
F54F2.8	prx-19
CELE_F25H2.4	F25H2.4
CELE_Y57G7A.10	emc-2
F25H2.9	pas-5
CELE_F26B1.2	F26B1.2
C25A1.4	C25A1.4
CELE_Y59A8B.10	CELE_Y59A8B.10
F26F4.11	rpb-8
F49E8.4	cdd-2
F26F4.1	cee-1
ZK637.5	asna-1
CELE_F26H11.4	F26H11.4
CELE_F27C1.6	F27C1.6
C06A5.9	rnf-1
CELE_H02I12.5	H02I12.5
F28F8.6	atx-3
F29F11.1	sqv-4
F29G9.5	rpt-2
T22D1.9	rpn-1
CELE_F31C3.2	F31C3.2
CELE_F32B4.4	F32B4.4
F31E3.3	rfc-4
C39E9.13	rfc-3
CELE_Y57G11C.22	CELE_Y57G11C.22
F32D1.1	figl-1
F32H2.3	spd-2
CELE_T07C4.10	T07C4.10
F33D11.11	vpr-1
CELE_F26E4.2	F26E4.2
F35A5.3	abu-10
F35G12.9	apc-11
CELE_F35G2.2	marb-1
K06H7.6	apc-2
F35H8.5	exc-7
CELE_T21G5.5	asd-2
CELE_F36D4.2	trpp-4
CELE_ZK1098.5	trpp-3
F37B1.8	gst-19
F44G3.9	nhr-111
F37C12.4	rpl-36
F54C9.5	rpl-5
CELE_F38A6.1	pha-4
F39B1.1	piki-1
F39B2.11	mtx-1
F39B2.2	uev-1
Y54G2A.31	ubc-13
F39H11.5	pbs-7
F39H2.4	syp-3
F11E6.2	grl-24
F30F8.3	gras-1
CELE_F40F9.1	xbx-6
Y47D3B.7	sbp-1
F41H10.10	htp-1
F42G2.3	fbxc-20
CELE_F38A5.7	sup-36
CELE_F42G9.9	ptl-1
CELE_F42H10.6	F42H10.6
CELE_F42H10.7	ess-2
CELE_F43C1.2	mpk-1
C06A8.5	spdl-1
CELE_T02E1.3	gla-3
CELE_T22A3.3	lst-1
Y54E10BL.6	mek-2
F43G9.11	ces-1
F43G9.5	cfim-1
F44A6.2	sex-1
CELE_Y62E10A.14	Y62E10A.14
C18D1.1	die-1
T10B11.3	ztf-4
CELE_Y11D7A.12	flh-1
CELE_F45E1.7	sdpn-1
CELE_F09F7.5	F09F7.5
CELE_F45G2.4	cope-1
CELE_Y71F9AL.17	copa-1
F46A9.4	skr-2
CELE_F02D10.6	F02D10.6
F54D5.9	F54D5.9
CELE_F47D12.4	hmg-1.2
CELE_C27A12.2	C27A12.2
CELE_F18A1.3	lir-1
F48F7.7	arrd-24
CELE_Y53F4B.11	CELE_Y53F4B.11
F52C6.3	F52C6.3
CELE_T07G12.11	zim-3
F52E4.7	sec-3
CELE_Y37A1B.1	lst-3
CELE_F55B12.3	sel-10
F46A9.5	skr-1
F56A8.6	cpf-2
CELE_W05H7.4	zfp-3
F57B10.11	bag-1
F26D10.3	hsp-1
CELE_Y43F8B.2	CELE_Y43F8B.2
F57B10.12	mei-2
CELE_T01G9.5	mei-1
F57C9.5	htp-3
F58F6.4	rfc-2
CELE_F44B9.8	F44B9.8
F59E12.10	ddl-1
K08E7.2	hsb-1
Y48E1B.1	ddl-2
Y54E2A.3	tac-1
H20J04.5	pfd-2
R151.9	pfd-5
H26D21.1	hus-1
CELE_C07A12.4	pdi-2
CELE_F56D12.5	vig-1
K12H4.1	pros-1
Y41C4A.14	mrt-2
K01G5.4	ran-1
CELE_C56E6.3	toe-2
CELE_F59A2.1	npp-9
CELE_Y24F12A.2	ragc-1
K05C4.1	pbs-5
K07A1.12	lin-53
M03C11.4	hat-1
CELE_T27C4.4	lin-40
ZK418.4	lin-37
K07C11.2	air-1
CELE_C47G2.5	saps-1
CELE_Y39G10AR.12	tpxl-1
K07D4.3	rpn-11
R12E2.3	rpn-8
CELE_K08B4.1	lag-1
F02A9.6	glp-1
K08D10.7	scrm-8
K08D10.8	scrm-5
K08F8.2	atf-2
CELE_M04G12.1	tag-260
K08H2.6	hpl-1
CELE_F37D6.2	F37D6.2
CELE_K09B11.1	pik-1
CELE_C15B12.6	C15B12.6
CELE_C09G1.4	C09G1.4
CELE_C16B8.3	C16B8.3
CELE_F08B6.4	unc-87
CELE_Y53H1A.1	rsy-1
C05G6.1	nhr-76
CELE_C06G3.1	nhr-105
C27C7.4	nhr-73
F54A5.1	hmbx-1
CELE_H20J18.1	scd-1
K06A1.4	nhr-22
CELE_K11E4.5	nhr-71
R90.2	ttr-27
CELE_T09A12.4	nhr-66
CELE_T26H2.9	nhr-79
Y38E10A.18	nhr-234
CELE_Y5H2B.2	nhr-13
Y80D3A.4	nhr-243
ZK1037.5	nhr-247
ZK697.2	nhr-256
CELE_K11D9.1	klp-7
W10D9.4	nfyb-1
M04F3.1	rpa-2
F18A1.5	rpa-1
CELE_Y62E10A.8	mau-8
CELE_M142.1	unc-119
F19H8.3	arl-3
R06B9.3	arrd-13
CELE_T12E12.4	drp-1
R07E5.8	cku-80
Y47D3A.4	cku-70
CELE_R07G3.8	R07G3.8
CELE_C11E4.6	C11E4.6
R09B3.5	mag-1
R07E5.14	rnp-4
R09B5.5	pqn-54
R107.7	gst-1
T28A11.11	gst-23
R107.8	lin-12
R11A5.2	nud-2
ZK1055.1	hcp-1
CELE_R11A8.2	R11A8.2
T11B7.1	T11B7.1
R11G11.7	pqn-60
R12B2.4	him-10
W01B6.9	ndc-80
T06D8.8	rpn-9
T01B11.3	syx-4
CELE_K11E8.1	unc-43
CELE_T01B7.5	CELE_T01B7.5
CELE_T01G9.2	T01G9.2
CELE_D2063.1	D2063.1
CELE_F20C5.6	F20C5.6
F47G4.4	F47G4.4
CELE_ZK858.4	mel-26
T04C12.6	act-1
T25C8.2	act-5
T04H1.2	T04H1.2
CELE_C03C10.4	C03C10.4
CELE_C31H1.6	lntl-1
CELE_F46G10.1	F46G10.1
CELE_F53G12.4	F53G12.4
Y46G5A.20	Y46G5A.20
CELE_T04H1.4	rad-50
ZC302.1	mre-11
CELE_T05B9.1	T05B9.1
CELE_C17E7.4	C17E7.4
CELE_C34F11.9	dsh-1
CELE_F08F8.10	F08F8.10
CELE_F53B3.3	F53B3.3
T05D4.1	aldo-1
CELE_T05G5.10	iff-1
Y17G7B.4	dhps-1
T05H4.14	gad-1
CELE_T09B4.2	T09B4.2
CELE_T11B7.4	alp-1
CELE_F08F8.9	F08F8.9
CELE_F28F5.3	lim-8
CELE_F29G6.3	hpo-34
CELE_F44D12.1	magu-4
T07E3.5	brc-2
T09A5.12	ztf-17
CELE_T17H7.4	pat-12
CELE_Y53C12B.3	nos-3
ZK1307.9	ZK1307.9
F42A6.9	elks-1
T20G5.11	rde-4
T20H4.4	adr-2
VW02B12L.4	adbp-1
CELE_T21C9.4	T21C9.4
CELE_T22B2.4	sup-12
CELE_R74.5	asd-1
CELE_T22C8.3	T22C8.3
ZK909.4	ces-2
CELE_T22H2.5	scrm-1
F59A2.3	cri-3
CELE_T21B6.3	T21B6.3
T23F1.6	pqn-71
C03A7.14	abu-8
CELE_W03G1.5	W03G1.5
T23H4.2	nhr-69
CELE_T24D1.3	T24D1.3
M7.5	atg-7
T24H10.6	dyrb-1
C17H12.1	dyci-1
CELE_T26A5.7	set-1
W03D2.4	pcn-1
T26A5.9	dlc-1
CELE_C10G6.1	egal-1
CELE_F26F4.5	F26F4.5
CELE_F57C2.6	spat-1
CELE_Y38E10A.6	ceh-100
T27F2.1	skp-1
T27F2.3	bir-1
Y48E1B.12	csc-1
CELE_W01D2.2	nhr-61
F32B6.1	nhr-4
CELE_C06C3.1	mel-11
CELE_C40A11.7	C40A11.7
CELE_W06H8.1	rme-1
CELE_W06F12.1	lit-1
C25G4.4	spe-44
F23B12.5	dlat-1
CELE_R02D5.1	R02D5.1
CELE_Y119C1A.1	Y119C1A.1
CELE_ZK1055.7	ZK1055.7
CELE_W07B3.2	gei-4
T05H4.2	fbxa-196
W07E6.4	prp-21
F11A10.2	repo-1
CELE_T13H5.4	T13H5.4
CELE_W08F4.8	cdc-37
C47E8.5	daf-21
W09D10.3	mrpl-12
Y47G6A.14	Y47G6A.14
CELE_W09H1.6	lec-1
B0250.1	rpl-2
CELE_C07E3.3	C07E3.3
CELE_C14F11.4	C14F11.4
CELE_F26F2.3	F26F2.3
CELE_T07C4.3	T07C4.3
CELE_ZK270.2	frm-1
Y105E8B.5	Y105E8B.5
Y106G6H.14	Y106G6H.14
CELE_F59E12.9	F59E12.9
Y106G6H.15	ska-1
CELE_F54E7.8	ska-3
Y113G7B.15	Y113G7B.15
CELE_Y49E10.14	pie-1
Y11D7A.13	flh-3
CELE_Y15E3A.1	nhr-91
CELE_C07A12.1	ham-2
CELE_ZK1193.5	dve-1
CELE_ZK867.1	syd-9
Y17G7B.11	arrd-7
CELE_Y17G7B.2	ash-2
ZK863.6	dpy-30
Y18D10A.8	Y18D10A.8
CELE_B0348.6	ife-3
CELE_F44A2.5	F44A2.5
R04A9.4	ife-2
CELE_Y37D8A.9	mrg-1
CELE_C41G7.1	smn-1
CELE_ZK1127.3	ZK1127.3
Y38F2AL.2	mksr-2
K03E6.4	mksr-1
Y38H6C.14	Y38H6C.14
Y38H6C.8	Y38H6C.8
CELE_Y39A1A.15	cnt-2
Y40B1B.6	spr-5
D1014.8	spr-1
Y41C4A.10	elb-1
Y82E9BR.15	elc-1
CELE_Y43C5A.6	rad-51
Y43E12A.1	cyb-2.1
Y45F10A.2	puf-3
ZC168.4	cyb-1
Y54G9A.6	bub-3
CELE_B0035.1	B0035.1
R06C7.8	bub-1
ZC328.4	san-1
CELE_ZK328.5	npp-10
Y55F3AM.15	csn-4
K08F11.3	cif-1
Y56A3A.21	trap-4
Y59A8A.1	csn-1
B0025.2	csn-2
Y38C1AA.2	csn-3
Y62E10A.16	gcl-1
CELE_Y65B4BR.5	Y65B4BR.5
C56C10.8	icd-1
CELE_Y69A2AR.2	ric-8
CELE_Y69A2AR.30	mdf-2
C50F4.11	mdf-1
Y75B8A.30	pph-4.1
Y71H2B.3	ppfr-4
CELE_Y87G2A.3	atg-4.1
C32D5.9	lgg-1
CELE_ZK593.6	lgg-2
ZC513.6	oma-2
CELE_F39H11.1	F39H11.1
ZK1058.4	ccdc-47
ZK1067.7	abu-14
T05G5.6	ech-6
CELE_ZK131.11	ZK131.11
CELE_Y23H5A.5	ctn-1
ZK353.6	lap-1
ZK370.2	sma-2
CELE_R08E3.4	ztf-16
CELE_ZK381.4	pgl-1
B0523.3	pgl-2
CELE_F53A2.6	ife-1
CELE_ZK632.12	ZK632.12
ZK652.1	snr-5
C52E4.3	snr-4
CELE_C01H6.7	tag-298
C15C7.2	klp-8
C27B7.4	rad-26
CELE_C49H3.5	ntl-4
CELE_R12B2.5	mdt-15
Y105C5A.1	Y105C5A.1
CELE_ZK892.1	lec-3
CELE_Y51H4A.4	zip-7
YLR418C	CDC73
YOL145C	CTR9
YOR123C	LEO1
YBR279W	PAF1
YML069W	POB3
YGL244W	RTF1
YGL207W	SPT16
YER164W	CHD1
YIL035C	CKA1
YOR061W	CKA2
YGL019W	CKB1
YOR039W	CKB2
YDL209C	CWC2
YDR364C	CDC40
YMR213W	CEF1
YLR117C	CLF1
YGR278W	CWC22
YBR065C	ECM2
YJR050W	ISY1
YPL213W	LEA1
YLL036C	PRP19
YGL120C	PRP43
YAL032C	PRP45
YPL151C	PRP46
YHR165C	PRP8
YER029C	SMB1
YGR074W	SMD1
YLR147C	SMD3
YPR101W	SNT309
YKL173W	SNU114
YDR416W	SYF1
YGR129W	SYF2
YKL095W	YJU2
YKR022C	NTR2
YLR424W	SPP382
YNL245C	CWC25
YIR010W	DSN1
YBR211C	AME1
YDR254W	CHL4
YPL018W	CTF19
YLR381W	CTF3
YJR135C	MCM22
YAL034W-A	MTW1
YDR383C	NKP1
YPL233W	NSL1
YGR179C	OKP1
YNL124W	NAF1
YLR175W	CBF5
YJL072C	PSF2
YDR013W	PSF1
YOL146W	PSF3
YDR489W	SLD5
YDL140C	RPO21
YIL021W	RPB3
YGR116W	SPT6
YGR186W	TFG1
YGR005C	TFG2
YPL129W	TAF14
YML010W	SPT5
YOR151C	RPB2
YPL063W	TIM50
YMR203W	TOM40
YDR288W	NSE3
YEL019C	MMS21
YLR007W	NSE1
YDL105W	NSE4
YLR383W	SMC6
YOL034W	SMC5
YDR365C	ESF1
YDR299W	BFR2
YJL033W	HCA4
YER127W	LCP5
YOR310C	NOP58
YHR196W	UTP9
YGR145W	ENP2
YFR003C	YPI1
YER133W	GLC7
YKL193C	SDS22
YGR002C	SWC4
YJL081C	ARP4
YOR244W	ESA1
YDR190C	RVB1
YPL235W	RVB2
YHR099W	TRA1
YDR359C	EAF1
YNL107W	YAF9
YDR334W	SWR1
YEL018W	EAF5
YHR090C	YNG2
YGR198W	YPP1
YLR305C	STT4
YHR066W	SSF1
YOL077C	BRX1
YLR276C	DBP9
YLL008W	DRS1
YKL172W	EBP2
YMR049C	ERB1
YMR290C	HAS1
YAL025C	MAK16
YPL211W	NIP7
YPL093W	NOG1
YER002W	NOP16
YNL061W	NOP2
YPL043W	NOP4
YGR103W	NOP7
YGL111W	NSA1
YHR088W	RPF1
YKR081C	RPF2
YBL092W	RPL32
YNL002C	RLP7
YDR087C	RRP1
YPR016C	TIF6
YOR272W	YTM1
YHR085W	IPI1
YNL182C	IPI3
YHR197W	RIX1
YJL010C	NOP9
YGR159C	NSR1
YJR012C	YJR012C
YDR142C	PEX7
YKL088W	CAB3
YKR072C	SIS2
YOR054C	VHS3
YKL195W	MIA40
YKR038C	KAE1
YJL184W	GON7
YKR079C	TRZ1
YJL208C	NUC1
YMR099C	YMR099C
YLL034C	RIX7
YOR341W	RPA190
YLR132C	USB1
YLR145W	RMP1
YNL221C	POP1
YNL282W	POP3
YBR257W	POP4
YAL033W	POP5
YGR030C	POP6
YBL018C	POP8
YHR062C	RPP1
YDR478W	SNM1
YER172C	BRR2
YGL128C	CWC23
YPR182W	SMX3
YML023C	NSE5
YER038C	KRE29
YNL260C	LTO1
YJR067C	YAE1
YGR152C	RSR1
YLR229C	CDC42
YER006W	NUG1
YOR206W	NOC2
YLR002C	NOC3
YLR106C	MDN1
YJL168C	SET2
YER047C	SAP1
YDL013W	SLX5
YDR510W	SMT3
YDL064W	UBC9
YKL082C	RRP14
YGR128C	UTP8
YJL109C	UTP10
YPL126W	NAN1
YDR324C	UTP4
YMR093W	UTP15
YEL055C	POL5
YLR409C	UTP21
YLR129W	DIP2
YCR057C	PWP2
YLR222C	UTP13
YJL069C	UTP18
YDR449C	UTP6
YGR090W	UTP22
YCL031C	RRP7
YCL054W	SPB1
YFR001W	LOC1
YKL009W	MRT4
YNL110C	NOP15
YER126C	NSA2
YHR052W	CIC1
YLR009W	RLP24
YGR264C	MES1
YGL105W	ARC1
YGL245W	GUS1
YGR162W	TIF4631
YGL078C	DBP3
YER177W	BMH1
YHR089C	GAR1
YDL208W	NHP2
YDL213C	NOP6
YGR283C	YGR283C
YMR310C	YMR310C
YLR197W	NOP56
YER025W	GCD11
YAL035W	FUN12
YDR060W	MAK21
YMR229C	RRP5
YOR361C	PRT1
YJL050W	MTR4
YDL175C	AIR2
YOL115W	PAP2
YOR001W	RRP6
YOL076W	MDM20
YPR131C	NAT3
YJL098W	SAP185
YDL047W	SIT4
YFR040W	SAP155
YKR028W	SAP190
YER146W	LSM5
YPR178W	PRP4
YGL173C	XRN1
YJL124C	LSM1
YCR077C	PAT1
YGR054W	YGR054W
YLR438C-A	LSM3
YDR378C	LSM6
YMR268C	PRP24
YDR473C	PRP3
YBR055C	PRP6
YDL014W	NOP1
YOR204W	DED1
YDR429C	TIF35
YER165W	PAB1
YHR203C	RPS4B
YDR117C	TMA64
YOL139C	CDC33
YER110C	KAP123
YJL138C	TIF2
YDR432W	NPL3
YPR137W	RRP9
YOL021C	DIS3
YNL232W	CSL4
YHR069C	RRP4
YOL142W	RRP40
YDL111C	RRP42
YDR280W	RRP45
YGR095C	RRP46
YGR195W	SKI6
YOR076C	SKI7
YHR081W	LRP1
YCR035C	RRP43
YJL148W	RPA34
YNL113W	RPC19
YBR154C	RPB5
YDL150W	RPC53
YJL011C	RPC17
YOR207C	RET1
YKL144C	RPC25
YNR003C	RPC34
YKR025W	RPC37
YPR190C	RPC82
YOR116C	RPO31
YNL151C	RPC31
YPR110C	RPC40
YPR187W	RPO26
YNL248C	RPA49
YJL140W	RPB4
YDR404C	RPB7
YPR010C	RPA135
YOR340C	RPA43
YMR131C	RRB1
YOR063W	RPL3
YPL178W	CBC2
YMR125W	STO1
YDR138W	HPR1
YDL084W	SUB2
YML062C	MFT1
YNL139C	THO2
YHR167W	THP2
YNL253W	TEX1
YMR091C	NPL6
YPR034W	ARP7
YMR033W	ARP9
YLR357W	RSC2
YDR303C	RSC3
YKR008W	RSC4
YLR033W	RSC58
YCR052W	RSC6
YFR037C	RSC8
YML127W	RSC9
YLR321C	SFH1
YIL126W	STH1
YGR275W	RTT102
YOL135C	MED7
YOR174W	MED4
YGL151W	NUT1
YNL236W	SIN4
YER022W	SRB4
YHR041C	SRB2
YGR104C	SRB5
YLR071C	RGR1
YBR123C	TFC1
YGR047C	TFC4
YOR110W	TFC7
YBR119W	MUD1
YML046W	PRP39
YKL012W	PRP40
YGR013W	SNU71
YDR235W	PRP42
YDR240C	SNU56
YIL061C	SNP1
YDR101C	ARX1
YOR312C	RPL20B
YBR031W	RPL4A
YLL045C	RPL8B
YJL122W	ALB1
YOL041C	NOP12
YLR196W	PWP1
YGR245C	SDA1
YKR048C	NAP1
YBR267W	REI1
YDR398W	UTP5
YHR027C	RPN1
YHR200W	RPN10
YFR004W	RPN11
YFR052W	RPN12
YIL075C	RPN2
YER021W	RPN3
YDL147W	RPN5
YDL097C	RPN6
YOR261C	RPN8
YDR427W	RPN9
YKL145W	RPT1
YDL007W	RPT2
YDR394W	RPT3
YGL048C	RPT6
YFR010W	UBP6
YPR108W	RPN7
YMR309C	NIP1
YBR079C	RPG1
YPR041W	TIF5
YLR192C	HCR1
YMR146C	TIF34
YDR091C	RLI1
YOR260W	GCD1
YGR083C	GCD2
YDR211W	GCD6
YLR291C	GCD7
YPL237W	SUI3
YLR347C	KAP95
YNL189W	SRP1
YKL059C	MPE1
YLR115W	CFT2
YAL043C	PTA1
YLR277C	YSH1
YDR301W	CFT1
YNL317W	PFS2
YDR195W	REF2
YNL222W	SSU72
YLR432W	IMD3
YHR216W	IMD2
YML056C	IMD4
YGR173W	RBG2
YDR152W	GIR2
YDR293C	SSD1
YPR103W	PRE2
YER012W	PRE1
YOR362C	PRE10
YJL001W	PRE3
YMR314W	PRE5
YOL038W	PRE6
YBL041W	PRE7
YML092C	PRE8
YGR135W	PRE9
YOR157C	PUP1
YGR253C	PUP2
YGL011C	SCL1
YDR361C	BCP1
YBL087C	RPL23A
YPL208W	RKM1
YAL021C	CCR4
YNR052C	POP2
YCR093W	CDC39
YMR128W	ECM16
YGL122C	NAB2
YBR017C	KAP104
YMR080C	NAM7
YJL061W	NUP82
YBL017C	PEP1
YDR496C	PUF6
YOL010W	RCL1
YPL217C	BMS1
YMR239C	RNT1
YDL051W	LHP1
YPL243W	SRP68
YPL210C	SRP72
YIL078W	THS1
YDR172W	SUP35
YBR143C	SUP45
YPL183C	RTT10
YBR061C	TRM7
YKL014C	URB1
YGR187C	HGH1
YDR385W	EFT2
YBR236C	ABD1
YNR016C	ACC1
YPR180W	AOS1
YOL086C	ADH1
YDR390C	UBA2
YLR127C	APC2
YNL172W	APC1
YKL022C	CDC16
YHR166C	CDC23
YBL084C	CDC27
YBR128C	ATG14
YPL120W	VPS30
YKL135C	APL2
YPR029C	APL4
YPL259C	APM1
YHL019C	APM2
YLR170C	APS1
YBL037W	APL3
YJR005W	APL1
YOL062C	APM4
YJR058C	APS2
YPL195W	APL5
YGR261C	APL6
YBR288C	APM3
YJL024C	APS3
YIL062C	ARC15
YLR370C	ARC18
YKL013C	ARC19
YNR035C	ARC35
YJR065C	ARP3
YDL029W	ARP2
YBR234C	ARC40
YHR013C	ARD1
YMR116C	ASC1
YDL040C	NAT1
YDR127W	ARO1
YJL115W	ASF1
YJR140C	HIR3
YPL153C	RAD53
YJR148W	BAT2
YHR208W	BAT1
YDL070W	BDF2
YLR399C	BDF1
YBR200W	BEM1
YER114C	BOI2
YAL041W	CDC24
YKR068C	BET3
YML077W	BET5
YDR108W	TRS85
YGR166W	TRS65
YDR407C	TRS120
YMR218C	TRS130
YBR254C	TRS20
YDR246W	TRS23
YDR472W	TRS31
YOR115C	TRS33
YJL031C	BET4
YPR176C	BET2
YDR099W	BMH2
YDR001C	NTH1
YNL267W	PIK1
YGL252C	RTG2
YAR014C	BUD14
YER155C	BEM2
YLR074C	BUD20
YCR072C	RSA4
YNR053C	NOG2
YKL007W	CAP1
YIL034C	CAP2
YER071C	TDA2
YIR003W	AIM21
YDL087C	LUC7
YPL190C	NAB3
YHR086W	NAM8
YNL251C	NRD1
YML049C	RSE1
YLR275W	SMD2
YGL049C	TIF4632
YCL059C	KRR1
YPR025C	CCL1
YDL108W	KIN28
YDR460W	TFB3
YGR134W	CAF130
YNL288W	CAF40
YBR160W	CDC28
YBR135W	CKS1
YMR199W	CLN1
YPL256C	CLN2
YLR314C	CDC3
YCR002C	CDC10
YJR076C	CDC11
YHR107C	CDC12
YDL225W	SHS1
YDL165W	CDC36
YPR072W	NOT5
YDL126C	CDC48
YBR170C	NPL4
YBL058W	SHP1
YGR048W	UFD1
YDR049W	VMS1
YGL190C	CDC55
YMR109W	MYO5
YDL134C	PPH21
YDL188C	PPH22
YAL016W	TPD3
YMR273C	ZDS1
YML109W	ZDS2
YDL031W	DBP10
YGL099W	LSG1
YMR288W	HSH155
YNR011C	PRP2
YER013W	PRP22
YCR063W	BUD31
YGL130W	CEG1
YPL228W	CET1
YKR002W	PAP1
YMR061W	RNA14
YGR156W	PTI1
YGL206C	CHC1
YGR167W	CLC1
YNL030W	HHF2
YBR245C	ISW1
YMR172W	HOT1
YGR270W	YTA7
YDL155W	CLB3
YLR079W	SIC1
YOR250C	CLP1
YDR228C	PCF11
YGL044C	RNA15
YBR155W	CNS1
YDL145C	COP1
YFR051C	RET2
YPL010W	RET3
YNL287W	SEC21
YDR238C	SEC26
YIL076W	SEC28
YBL045C	COR1
YPR191W	QCR2
YDL067C	COX9
YGL187C	COX4
YNL052W	COX5A
YHR051W	COX6
YDR155C	CPR1
